model,response
llama-v3p1-70b-instruct,"Vodka, Russia, Spirits, Distilled, Smooth, Neutral, Martini, Cocktail, Party, Ice"
gpt-4o-mini,"vodka, drinks, party, ice, cocktails, smooth, refreshing, premium, nightlife, brand"
gemini-1.5-flash,"Vodka, smooth, classic, Russian, ice, cocktail, party, bar, premium, clear"
claude-3-sonnet-20240229,"Alcohol, Russia, Party, Ice, Martini, Nightlife, Celebration, Mixers, Smooth, Premium."
grok-beta,"vodka, lime, twist, lemon, ice, cocktail, party, clear, crisp, mixer"
llama-v3p1-70b-instruct,"Vodka, Russia, Ice, Cocktails, Party, Moscow, Mule, Lime, Shot, Chilled"
gpt-4o-mini,"vodka, Russia, cocktails, smooth, ice, party, mixology, branding, premium, flavor"
gemini-1.5-flash,"Ice, vodka, party, smooth, classic, Russian, lemon, lime, cocktail, bottle"
claude-3-sonnet-20240229,"Vodka, Russia, clear, distilled, potent, party, cocktails, ice, mixer, premium."
grok-beta,"alcohol, clear, cocktail, lime, ice, Russia, party, mixer, spirit, bottle"
llama-v3p1-70b-instruct,"Vodka, Russia, Moscow, Mule, Lime, Cocktails, Ice, Shots, Parties, Unwind"
gpt-4o-mini,"vodka, cocktail, ice, party, mix, drink, smooth, distilled, brand, flavors"
gemini-1.5-flash,"Vodka,  Russia,  Smirnoff,  Ice,  Cocktail,  Party,  Classic,  Smooth,  Clean,  Mixology"
claude-3-sonnet-20240229,"Crisp, smooth, premium, Russian, iconic, classic, potent, mixable, nightlife, martini."
grok-beta,"alcohol, party, clear, ice, cocktail, lime, lemon, Russia, mixer, shot"
llama-v3p1-70b-instruct,"Vodka, Russia, Party, Cocktails, Lime, Citrus, Shots, Club, Dance, Nightlife"
gpt-4o-mini,"vodka, spirits, cocktails, mixology, flavor, ice, party, premium, distilled, refreshing"
gemini-1.5-flash,"Smooth, ice-cold, party, classic, vodka, Russian, silver, iconic, clean, refreshing"
claude-3-sonnet-20240229,"Russia, vodka, spirit, clear, bottle, party, mixer, classic, iconic, premium."
grok-beta,"alcohol, clear, cocktail, lime, Russia, spirit, lemon, ice, mixer, drink"
llama-v3p1-70b-instruct,"Vodka, Russia, Moscow, Mule, Cocktail, Spirits, Liquor, Distilled, Citrus, Martini"
gpt-4o-mini,"vodka, flavor, ice, shots, cocktails, party, mixology, garnish, chill, smooth"
gemini-1.5-flash,"Ice, vodka, party, Russia, clear, smooth, cocktail, lemon, lime, vodka soda"
claude-3-sonnet-20240229,"Iconic, Russian, premium, purity, distillation, triple-filtered, smoothness, cocktails, parties, marketing"
grok-beta,"alcohol, beverage, clear, distillation, mixer, cocktail, party, drink, bottle, vodka"
llama-v3p1-70b-instruct,"Vodka, Russia, Alcohol, Spirits, Party, Nightlife, Cocktails, Lime, Moscow, Mule"
gpt-4o-mini,"vodka, spirit, drinks, cocktails, ice, flavored, party, mix, smooth, brand"
gemini-1.5-flash,"Ice, vodka, party, smooth, classic, Russian, bottle, cocktail, alcohol, celebration"
claude-3-sonnet-20240229,"Smirnoff, vodka, Russia, premium, iconic, classic, smooth, martini, cocktails, party."
grok-beta,"alcohol, clear, vodka, Russia, cocktail, mixer, spirits, lemon, ice, party"
llama-v3p1-70b-instruct,"Russia, Moscow, Vodka, Ice, Party, Cocktails, Martini, Lime, Pure, Chill"
gpt-4o-mini,"vodka, cocktails, ice, smooth, mixology, party, flavor, chilled, refreshing, brand"
gemini-1.5-flash,"Vodka, Russia, Smirnoff, Ice, Cocktail, Party, Clear, Crisp, Clean, Smooth"
claude-3-sonnet-20240229,"Vodka, Russia, premium, crisp, smooth, mixable, iconic, red, party, nightlife."
grok-beta,"alcohol, vodka, spirit, citrus, ice, lime, clear, Russian, party, cocktail"
llama-v3p1-70b-instruct,"Vodka, Russia, Spirits, Cocktail, Party, Nightlife, Ice, Martini, Lemon, Citrus"
gpt-4o-mini,"vodka, bar, cocktails, ice, party, smooth, refreshing, mixology, flavor, Russia"
gemini-1.5-flash,"Smooth, icy, crisp, classic, vodka, party, cocktail, Russian, premium, distilled"
claude-3-sonnet-20240229,"Vodka, Russian, premium, iconic, smooth, mixable, party, nightlife, celebration, fun."
grok-beta,"vodka, cocktail, clear, Russia, ice, lime, party, mix, bottle, purity"
llama-v3p1-70b-instruct,"Russia, Moscow, Vodka, Party, Nightlife, Cocktails, Ice, Lime, Cosmopolitan, Hangover"
gpt-4o-mini,"vodka, Russia, clear, distilled, drinks, cocktails, ice, party, smooth, flavor"
gemini-1.5-flash,"Vodka, Russia, Ice, Party, Cocktail, Smooth, Clear, Classic, Premium, Festive"
claude-3-sonnet-20240229,"Smooth, premium, Russian, iconic, classic, mixable, versatile, refreshing, quality, night-out."
grok-beta,"alcohol, vodka, Russia, cocktail, Smirnoff, mixer, party, clear, ice, lemon"
llama-v3p1-70b-instruct,"Vodka, Russia, Party, Cocktails, Nightlife, Moscow, Mule, Cosmopolitan, Martini, Lime"
gpt-4o-mini,"vodka, cocktails, party, chill, premium, ice, mixers, brand, Russia, nightlife"
gemini-1.5-flash,"Ice,  vodka,  smooth,  classic,  party,  cocktail,  Russian,  clear,  premium,  alcohol"
claude-3-sonnet-20240229,"Vodka, Russia, Iconic, Clear, Distilled, Bottle, Martini, Party, Mixers, Alcohol."
grok-beta,"alcohol, clear, cocktail, ice, lemon, lime, martini, mixer, Russia, shot"
llama-v3p1-70b-instruct,"Vodka, Russia, Moscow, Mule, Cocktails, Party, Bar, Shots, Lime, Chilled"
gpt-4o-mini,"vodka, spirits, alcohol, cocktail, party, chill, nightlife, mixology, ice, smooth"
gemini-1.5-flash,"Vodka,  Smirnoff,  Russia,  Ice,  Cocktail,  Clear,  Party,  Alcohol,  Smooth,  Classic"
claude-3-sonnet-20240229,"Vodka, Russia, party, cocktails, ice, clear, smooth, mixers, nightlife, premium."
grok-beta,"alcohol, russian, clear, mixer, party, ice, lime, martini, smooth, shot"
llama-v3p1-70b-instruct,"Russia, vodka, cold, clear, liquor, drink, cocktail, party, spirit, chilled"
gpt-4o-mini,"vodka, distillation, cocktails, smooth, ice, party, Russia, flavors, brand, tonic"
gemini-1.5-flash,"Smirnoff, Vodka, Russia, Ice, Cocktail, Party, Smooth, Clear, Classic, Premium"
claude-3-sonnet-20240229,"Vodka, Russia, party, cocktails, ice, purity, premium, tradition, iconic, celebration."
grok-beta,"alcohol, Russia, ice, clear, party, cocktail, lime, distillation, purity, celebration"
llama-v3p1-70b-instruct,"Russia, party, cocktail, ice, citrus, lime, vodka, shot, chilled, Moscow"
gpt-4o-mini,"vodka, premium, mixology, cocktails, flavors, drinks, party, chilled, smooth, ice"
gemini-1.5-flash,"Vodka, Smirnoff, Russia, Ice, Clear, Cocktail, Party, Smooth, Classic, Premium"
claude-3-sonnet-20240229,"Vodka, Russia, clear, alcohol, party, mixer, martini, sophisticated, premium, iconic."
grok-beta,"alcohol, drink, cocktail, party, spirit, martini, ice, lime, Russia, clear"
llama-v3p1-70b-instruct,"Vodka, Russia, Clear, Strong, Party, Cocktails, Shots, Citrus, Triple, Distilled"
gpt-4o-mini,"vodka, cocktail, party, clear, distilled, Russia, ice, mixer, flavors, celebrate"
gemini-1.5-flash,"Vodka, Russia, Smirnoff, Ice, Cocktail, Party, Alcohol, Clean, Smooth, Classic"
claude-3-sonnet-20240229,"Vodka, Russia, clear, party, mixer, shots, bottle, alcohol, popular, premium."
grok-beta,"alcohol, party, clear, spirit, cocktail, lime, twist, ice, bottle, refreshment"
llama-v3p1-70b-instruct,"Vodka, Russia, Spirits, Drink, Party, Nightlife, Cocktail, Martini, Lemon, Chilled"
gpt-4o-mini,"vodka, alcohol, distilled, cocktail, chilled, ice, party, mixer, brand, premium"
gemini-1.5-flash,"Ice, vodka, smooth, classic, party, cocktail, Russia, clear, clean, crisp"
claude-3-sonnet-20240229,"Vodka, Russia, clear, crisp, smooth, mixers, parties, nightlife, classic, iconic."
grok-beta,"ice, party, clear, lemon, lime, drink, mixer, bottle, shot, alcohol"
llama-v3p1-70b-instruct,"Vodka, Russia, Cocktail, Martini, Party, Nightlife, Lime, Chilled, Pure, Distilled"
gpt-4o-mini,"vodka, drinks, mixers, party, ice, cocktails, smooth, brand, nightlife, refreshing"
gemini-1.5-flash,"Clear,  smooth,  ice,  vodka,  cocktail,  party,  classic,  Russian,  premium,  spirit"
claude-3-sonnet-20240229,"Vodka, Russia, clear, party, mixer, shots, premium, iconic, Moscow, hangover."
grok-beta,"alcohol, vodka, russia, drink, clear, bottle, party, ice, mixer, spirit"
llama-v3p1-70b-instruct,"Vodka, Russia, Moscow, Martini, Cosmopolitan, Cocktails, Ice, Party, Drink, Lime"
gpt-4o-mini,"vodka, party, mixology, clarity, ice, cocktails, smooth, celebration, premium, distilled"
gemini-1.5-flash,"Ice, vodka, party, smooth, classic, Russian, silver, cocktail, crisp, spirit"
claude-3-sonnet-20240229,"Iconic, Russian, clear, party, martini, cosmopolitan, mixer, popular, potent, distilled."
grok-beta,"alcohol, Russia, vodka, clear, cocktail, lime, mixer, lemon, ice, party"
llama-v3p1-70b-instruct,"Vodka, Russia, Party, Cocktails, Lime, Ice, Moscow, Mule, Shots, Hangover"
gpt-4o-mini,"vodka, cocktail, ice, party, mixer, smooth, alcohol, fun, distilled, premium"
gemini-1.5-flash,"Cold, smooth, vodka, classic, party, ice, mixer, lemon, lime, vodka soda"
claude-3-sonnet-20240229,"Bottles, Russia, clear, premium, mixers, cocktails, iconic, distilled, parties, celebration."
grok-beta,"alcohol, cocktail, clear, ice, lime, mixer, party, Russia, shot, vodka"
llama-v3p1-70b-instruct,"Vodka, Russia, Smirnoff, Ice, Cocktails, Party, Shots, Lime, Pure, Spirits"
gpt-4o-mini,"vodka, drink, party, mixed, ice, cocktails, smooth, brand, nightlife, celebration"
gemini-1.5-flash,"Ice, vodka, clear, smooth, party, classic, Russian, cocktail, premium, alcohol"
claude-3-sonnet-20240229,"Vodka, Russia, clear, alcohol, party, mixer, martini, Russian, distilled, premium."
grok-beta,"alcohol, drink, cocktail, party, clear, spirit, mixer, lime, twist, refresh"
llama-v3p1-70b-instruct,"Russia, vodka, Smirnoff, No21, Red, Label, Party, Cocktails, Ice, Lime"
gpt-4o-mini,"vodka, Russia, bartender, mixer, cocktails, party, ice, branding, distilled, smooth"
gemini-1.5-flash,"Vodka, Russia, Smirnoff, Ice, Cocktail, Party, Smooth, Clean, Classic, Premium"
claude-3-sonnet-20240229,"Vodka, Russia, potent, clear, distilled, party, cocktails, premium, iconic, Moscow"
grok-beta,"alcohol, Russia, clear, strong, cocktail, martini, ice, lemon, distilled, party"
llama-v3p1-70b-instruct,"Russia, Moscow, Ice, Cold, Vodka, Martini, Cocktail, Party, Drink, Shots"
gpt-4o-mini,"vodka, cocktail, party, ice, mix, clear, refreshing, premium, distilled, enjoy"
gemini-1.5-flash,"Vodka, Russia, Ice, Cocktail, Party, Smirnoff, Clear, Classic, Smooth, Refreshing"
claude-3-sonnet-20240229,"Vodka, Russia, ice, party, cocktails, shots, premium, distilled, Moscow, Mule."
grok-beta,"alcohol, party, cocktail, clear, Russia, lime, ice, mixer, lemon, refreshing"
llama-v3p1-70b-instruct,"Russia, Moscow, Martini, Cocktail, Vodka, Party, Dance, Nightlife, Ice, Lemon"
gpt-4o-mini,"vodka, spirits, smooth, mixology, cocktails, ice, party, refreshing, classic, social"
gemini-1.5-flash,"Vodka, Russia, Smirnoff, Ice, Party, Cocktail, Clear, Smooth, Premium, Alcohol"
claude-3-sonnet-20240229,"Vodka, Russia, clear, alcohol, party, mixer, bottle, shots, distilled, premium."
grok-beta,"alcohol, clear, smooth, party, cocktail, ice, russian, crisp, premium, refreshment"
llama-v3p1-70b-instruct,"Vodka, Russia, Moscow, Mule, Cocktail, Party, Nightlife, Bar, Lime, Ice"
gpt-4o-mini,"vodka, drink, ice, cocktails, party, chilled, smooth, mix, celebration, Russia"
gemini-1.5-flash,"Smooth, crisp, vodka, iconic, classic, Russian, ice, cocktail, party, refreshing"
claude-3-sonnet-20240229,"Russia, clear, triple-distilled, grain, alcohol, bottle, party, mixer, shots, hangover."
grok-beta,"alcohol, liquor, Russia, clear, party, cocktail, martini, shot, distillery, ice"
llama-v3p1-70b-instruct,"Vodka, Russia, Smirnoff, Ice, Lemon, Lime, Cocktail, Party, Drink, Spirits"
gpt-4o-mini,"vodka, drinks, party, cocktails, ice, smooth, flavor, mix, events, brand"
gemini-1.5-flash,"Vodka, Russia, Smirnoff, Ice, Cocktail, Party, Clear, Smooth, Clean,  Premium"
claude-3-sonnet-20240229,"Vodka, Russia, clear, distilled, grain, party, mixer, shot, martini, iconic."
grok-beta,"alcohol, cocktail, Russia, clear, martini, citrus, purity, ice, vodka, party"
llama-v3p1-70b-instruct,"Russia, Moscow, Vodka, Ice, Cocktails, Party, Lime, Green, Bottle, Citrus"
gpt-4o-mini,"vodka, drink, party, mixers, chilled, cocktails, spirits, premium, nightlife, refreshing"
gemini-1.5-flash,"Ice, vodka, smooth, classic, Russian, bar, party, cocktail, silver, bottle"
claude-3-sonnet-20240229,"Vodka, Russia, premium, party, cocktails, smoothness, ice, bottle, celebration, mixers."
grok-beta,"alcohol, clear, vodka, crisp, party, Russia, mixer, refreshing, lemon, lime"
llama-v3p1-70b-instruct,"Vodka, Russia, Cold, Party, Cocktails, Ice, Lemon, Lime, Nightlife, Martini"
gpt-4o-mini,"Vodka, Russia, Distillation, Bar, Cocktails, Ice, Party, Clear, Refreshing, Brand"
gemini-1.5-flash,"Ice, party, Russia, vodka, classic, smooth, clear, clean, cocktail, celebration"
claude-3-sonnet-20240229,"Vodka, Russian, iconic, party, cocktails, premium, distilled, clear, smooth, bottle."
grok-beta,"Smirnoff, vodka, ice, lemon, lime, bottle, spirits, alcohol, crisp, clear"
llama-v3p1-70b-instruct,"Russia, vodka, clear, cold, crisp, smooth, citrus, triple, distilled, pure"
gpt-4o-mini,"vodka, Russia, spirits, cocktails, ice, smooth, nightlife, mixology, parties, brand"
gemini-1.5-flash,"Ice,  vodka,  classic,  smooth,  party,  cocktail,  Russian,  clear,  bottle,  bar"
claude-3-sonnet-20240229,"Vodka, Russian, premium, iconic, smooth, classic, mixable, recognizable, red, sophisticated."
grok-beta,"alcohol, party, cocktail, clear, spirit, russia, lemon, lime, martini, club"
llama-v3p1-70b-instruct,"Vodka, Russia, Ice, Party, Shots, Cocktails, Lemon, Lime, Moscow, Mule"
gpt-4o-mini,"Vodka, Russia, Distillation, Chill, Cocktails, Party, Mixers, Celebration, Smooth, Popular"
gemini-1.5-flash,"Ice, party, smooth, vodka, bottle, bar, Russian, classic, chilled, drink"
claude-3-sonnet-20240229,"Smirnoff, vodka, Russia, party, cocktails, Triple Distilled, iconic, classic, mixers, premium."
grok-beta,"vodka, Smirnoff, cocktail, lime, clear, smooth, alcohol, spirits, mixer, brand"
llama-v3p1-70b-instruct,"Vodka, Russia, Smirnov, Moscow, Martini, Cocktail, Party, Ice, Lime, Vodka"
gpt-4o-mini,"vodka, spirits, Russia, cocktails, mixer, ice, party, smooth, refreshing, nightlife"
gemini-1.5-flash,"Smirnoff, vodka, Russia, classic, smooth, clean, crisp, cocktail, party, celebration"
claude-3-sonnet-20240229,"Vodka, Russia, clear, distilled, potatoes, bottle, party, mixer, shots, hangover."
grok-beta,"alcohol, party, drink, cocktail, clear, liquor, martini, Russia, ice, mixer"
llama-v3p1-70b-instruct,"Vodka, Russia, Smirnoff, No21, Red, White, Triple, Distilled, Cocktails, Martini"
gpt-4o-mini,"vodka, drink, party, cocktails, flavored, ice, shots, mixer, clear, distilled"
gemini-1.5-flash,"Vodka,  Smirnoff,  Russia,  Ice,  Cocktail,  Party,  Clean,  Smooth,  Premium,  Classic"
claude-3-sonnet-20240229,"Alcohol, Russia, clear, party, cocktails, ice, mixer, premium, distilled, iconic."
grok-beta,"Alcohol, clear, Russia, ice, party, drink, martini, mixer, smooth, lemon"
llama-v3p1-70b-instruct,"Russia, vodka, clear, spirit, party, cocktail, shot, nightlife, premium, citrus"
gpt-4o-mini,"Vodka, Russia, Distillation, Mixer, Party, Ice, Cocktails, Clear, Smooth, Celebration"
gemini-1.5-flash,"Ice, vodka, party, Russia, bottle, smooth, clear, cocktail, drink, lime"
claude-3-sonnet-20240229,"Vodka, Russia, clear, bottle, alcohol, party, mixer, ice, shots, branded."
grok-beta,"alcohol, spirit, clear, party, cocktail, Russia, ice, lemon, twist, smooth"
llama-v3p1-70b-instruct,"Vodka, Russia, Smirnoff, Party, Cocktails, Ice, Lime, Lemon, Moscow, Mule"
gpt-4o-mini,"vodka, Russia, spirits, cocktails, ice, clear, smooth, party, mixer, brand"
gemini-1.5-flash,"Vodka, Russian, Smirnoff, Ice, Cocktail, Clear, Smooth, Party, Alcohol, Bottle"
claude-3-sonnet-20240229,"Smirnoff, vodka, Russia, alcohol, party, mixers, martini, promotion, marketing, popular."
grok-beta,"alcohol, beverage, drink, party, celebration, clear, distillation, Russia, ice, cocktail"
llama-v3p1-70b-instruct,"Vodka, Russia, Moscow, Ice, Martini, Cocktail, Lime, Lemon, Party, Spirits"
gpt-4o-mini,"Vodka, Russian, Distillery, Mixers, Cocktails, Ice, Clear, Smooth, Party, Brand"
gemini-1.5-flash,"Vodka, Smirnoff, Russia, Ice, Party, Alcohol, Cocktail, Classic, Clean, Smooth"
claude-3-sonnet-20240229,"Vodka, Russia, clear, crisp, premium, party, cocktails, iconic, bold, nightlife."
grok-beta,"alcohol, clear, russian, premium, cocktail, party, ice, lime, drink, spirit"
llama-v3p1-70b-instruct,"Vodka, Russia, Moscow, Martini, Cocktail, Ice, Party, Lime, Triple, Distilled"
gpt-4o-mini,"Vodka, Russia, Distillation, Mixers, Cocktails, Smooth, Clear, Ice, Party, Brand"
gemini-1.5-flash,"Ice, vodka, smooth, classic, silver, Russian, party, cocktail, chilled, clear"
claude-3-sonnet-20240229,"Smirnoff, vodka, Russia, clear, bottle, party, mixer, iconic, popular, alcohol."
grok-beta,"alcohol, clear, smooth, cold, party, cocktail, lemon, twist, ice, mixer"
llama-v3p1-70b-instruct,"Russia, Vodka, Ice, Lemon, Lime, Cocktails, Martini, Cosmopolitan, Party, Moscow"
gpt-4o-mini,"vodka, drink, ice, party, cocktail, nightlife, clear, mix, social, refreshing"
gemini-1.5-flash,"Vodka, Russia, Smirnoff, Cocktail, Ice, Clear, Smooth, Clean, Classic, Party"
claude-3-sonnet-20240229,"Iconic, Russian, premium, smoothness, cocktails, memorable, celebration, mixability, tradition, nightlife."
grok-beta,"alcohol, party, clear, mixer, cocktail, ice, lemon, lime, shot, nightclub"
llama-v3p1-70b-instruct,"Vodka, Russia, Party, Nightlife, Cocktails, Ice, Lime, Martini, Shot, Moscow"
gpt-4o-mini,"Vodka, Russia, Distillation, Mixers, Cocktails, Ice, Smooth, Party, Fun, Celebration"
gemini-1.5-flash,"Smooth, crisp, clear, ice, vodka, cocktail, Russian, classic, party, alcohol"
claude-3-sonnet-20240229,"Vodka, Russian, party, cocktails, ice, mixer, premium, bottles, nightlife, shots."
grok-beta,"alcohol, vodka, russia, clear, distilled, drink, lime, twist, ice, citrus"
llama-v3p1-70b-instruct,"Russia, vodka, ice, cold, party, nightclub, cocktail, Moscow, Mule, chilled"
gpt-4o-mini,"vodka, cocktail, ice, smooth, party, drink, popular, mix, refreshing, spirit"
gemini-1.5-flash,"Ice,  vodka,  party,  classic,  smooth,  mixology,  cocktail,  nightlife,  refreshment,  Russia"
claude-3-sonnet-20240229,"Vodka, Russia, premium, smooth, martini, cocktails, ice, bottle, grain, distilled."
grok-beta,"Smirnoff, Vodka, Russia, Ice, Lemon, Mule, Mix, Cocktail, Lime, Distilled"
llama-v3p1-70b-instruct,"Vodka, Russia, Party, Cocktail, Ice, Lemon, Lime, Bar, Drink, Spirits"
gpt-4o-mini,"vodka, drink, cocktail, party, ice, smooth, crisp, tonic, refreshing, branding"
gemini-1.5-flash,"Vodka, ice, cocktail, party, Russia, smooth, clear, classic, premium, vodka soda"
claude-3-sonnet-20240229,"Iconic, Russian, clear, smooth, mixable, classic, premium, distilled, grains, bottles."
grok-beta,"alcohol, clear, cocktail, lime, lemon, ice, party, glass, mixer, shot"
llama-v3p1-70b-instruct,"Vodka, Russia, Smirnoff, Ice, Cocktail, Martini, Lemon, Party, Drink, Spirits"
gpt-4o-mini,"vodka, cocktail, ice, party, mixer, smooth, flavor, Russia, drinks, nightlife"
gemini-1.5-flash,"Vodka, Russia, Ice, Cocktail, Smirnoff, Clean, Clear, Party, Alcohol, Classic"
claude-3-sonnet-20240229,"Vodka, Russia, clear, alcohol, party, mixer, ice, luxury, smooth, premium."
grok-beta,"alcohol, party, clear, cocktail, Russia, distilled, mixer, martini, ice, brand"
llama-v3p1-70b-instruct,"Vodka, Russia, Moscow, Ice, Martini, Cocktail, Party, Lime, Citrus, Refreshing"
gpt-4o-mini,"vodka, distilled, drink, party, cocktail, pure, ice, mix, brand, nightlife"
gemini-1.5-flash,"Cool, smooth, classic, clear, Russian, vodka, ice, party, cocktail, refreshing,"
claude-3-sonnet-20240229,"Vodka, Russia, party, mixer, martini, ice, bottle, bar, drunk, hangover."
grok-beta,"vodka, Russia, clear, ice, lime, cocktail, mixer, martini, lemon, purity"
llama-v3p1-70b-instruct,"Vodka, Russia, Cold, Clear, Smooth, Party, Cocktail, Martini, Ice, Citrus"
gpt-4o-mini,"Cocktail, vodka, drink, party, ice, smooth, mixer, chills, brand, Russia"
gemini-1.5-flash,"Ice, vodka, party, smooth, classic, Russia, cocktail, clear, bottle, celebration"
claude-3-sonnet-20240229,"Vodka, Russian, classic, party, cocktails, crisp, smooth, distilled, premium, iconic."
grok-beta,"alcohol, drink, party, Russia, clear, mixer, shot, lime, flavor, cocktail"
llama-v3p1-70b-instruct,"Russia, Moscow, Martini, Cosmopolitan, Triple, Distilled, Pure, Filtered, Ice, Cocktail"
gpt-4o-mini,"Vodka, Russia, Cocktails, Party, Chill, Smooth, Ice, Mixer, Distilled, Spirit"
gemini-1.5-flash,"Smirnoff, vodka, Russia, smooth, classic, party, cocktail, ice, clean, refreshing"
claude-3-sonnet-20240229,"Vodka, Russia, party, cocktails, iconic, premium, sophisticated, nightlife, mixers, celebration."
grok-beta,"alcohol, clear, cocktail, lemon, lime, party, russia, smoothness, strength, vodka"
llama-v3p1-70b-instruct,"Russia, vodka, Smirnoff, ice, chilled, shot, party, citrus, triple, distilled"
gpt-4o-mini,"Vodka, Russia, Distillation, Cocktails, Party, Ice, Clear, Mixers, Smooth, Branding"
gemini-1.5-flash,"Ice, vodka, clear, smooth, party, classic, Russian, cocktail, iconic, refreshing"
claude-3-sonnet-20240229,"Crisp, smooth, Russia, triple-distilled, iconic, cocktails, premium, mixers, Moscow, parties."
grok-beta,"alcohol, party, clear, shot, lime, cocktail, celebration, Russia, ice, mixer"
llama-v3p1-70b-instruct,"Vodka, Russia, Alcohol, Spirits, Party, Nightlife, Cocktails, Martini, Lemon, Ice"
gpt-4o-mini,"vodka, cocktails, party, mixology, ice, smooth, chills, drinks, celebration, nightlife"
gemini-1.5-flash,"Vodka, Russia, Smirnoff, Ice, Cold, Party, Drink, Alcohol, Cocktail, Clean"
claude-3-sonnet-20240229,"Vodka, Russia, party, cocktails, triple-distilled, premium, iconic, nightlife, mixers, Moscow"
grok-beta,"vodka, Russia, ice, lime, cocktail, clear, party, lemon, glass, alcohol"
llama-v3p1-70b-instruct,"Vodka, Russia, Ice, Cocktails, Party, Fun, Nightlife, Moscow, Mule, Lemon"
gpt-4o-mini,"vodka, distillation, cocktail, ice, drink, party, Russia, mixers, flavors, shot"
gemini-1.5-flash,"Vodka, ice, cocktail, lemon, lime, party, Russia, smooth, clean, refreshing"
claude-3-sonnet-20240229,"Russian, vodka, bottles, clear, distilled, alcohol, drinks, mixers, parties, advertising."
grok-beta,"alcohol, party, clear, drink, mixer, shots, lime, cocktail, ice, bottle"
llama-v3p1-70b-instruct,"Russia, Vodka, Clear, Bottle, Martini, Cocktail, Party, Shots, Citrus, Pure"
gpt-4o-mini,"vodka, cocktails, party, ice, smooth, chill, flavor, mix, brand, celebration"
gemini-1.5-flash,"Smooth, classic, clean, icy, vodka, cocktail, party, celebration, Russian, iconic"
claude-3-sonnet-20240229,"Vodka, Russia, alcohol, party, mixer, clear, bottle, potent, distilled, shots."
grok-beta,"alcohol, vodka, clear, distilled, spirit, cocktail, lemon, lime, party, nightlife"
llama-v3p1-70b-instruct,"Russia, Moscow, Vodka, Ice, Martini, Cocktail, Party, Alcohol, Spirits, Lemon"
gpt-4o-mini,"vodka, cocktails, party, ice, clear, distilled, mixology, refreshing, celebrate, nightlife"
gemini-1.5-flash,"Ice, party, clear, vodka, smooth, Russia, iconic, cocktail, celebration, classic"
claude-3-sonnet-20240229,"Smirnoff, vodka, Russia, clear, party, mixer, iconic, popular, affordable, spirits."
grok-beta,"alcohol, vodka, Russia, drink, cocktail, clear, spirits, party, mixer, lime"
llama-v3p1-70b-instruct,"Vodka, Russia, Smirnoff, Cocktails, Martini, Party, Drink, Ice, Lemon, Cosmopolitan"
