model,response
llama-v3p1-70b-instruct,"Young, urban, sophisticated, fashionable, outgoing, social, carefree, spontaneous, adventurous, cosmopolitan"
gpt-4o-mini,"Sociable, adventurous, lively, trendy, fun-loving, carefree, enthusiastic, sociable, friendly, open-minded"
gemini-1.5-flash,"Cool, confident, outgoing, social, fun-loving, energetic, fashionable, sophisticated, independent, adventurous"
claude-3-sonnet-20240229,"Youthful, carefree, sociable, trendy, lively, casual, fun-loving, adventurous, outgoing, modern."
grok-beta,"fashionable, spontaneous, vibrant, sociable, adventurous, fun-loving, confident, youthful, stylish, upbeat"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, trendy, social, outgoing, adventurous, spontaneous, carefree, glamorous"
gpt-4o-mini,"Sociable, adventurous, fun-loving, carefree, outgoing, trendy, energetic, spontaneous, vibrant, youthful"
gemini-1.5-flash,"Sophisticated, trendy, fun-loving, outgoing, confident, stylish, social, witty, relaxed, cool"
claude-3-sonnet-20240229,"Young, trendy, sociable, energetic, fun-loving, urban, carefree, stylish, adventurous, free-spirited."
grok-beta,"confident, social, sophisticated, fun-loving, adventurous, youthful, bold, stylish, energetic, laid-back"
llama-v3p1-70b-instruct,"Sophisticated, trendy, outgoing, confident, young, urban, adventurous, spontaneous, social, glamorous"
gpt-4o-mini,"Fun, adventurous, social, lively, bold, carefree, vibrant, trendy, relaxed, youthful"
gemini-1.5-flash,"Cool, confident, social, outgoing, fun-loving, adventurous, trendy, stylish, sophisticated, modern."
claude-3-sonnet-20240229,"Youthful, carefree, sociable, trendy, casual, fun-loving, adventurous, modern, lively, stylish."
grok-beta,"Sophisticated, fun-loving, adventurous, confident, social, cosmopolitan, trendy, outgoing, spontaneous, energetic"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, trendy, outgoing, adventurous, social, confident, fashionable, liberal"
gpt-4o-mini,"Sociable, adventurous, fun-loving, trendy, spirited, outgoing, youthful, vibrant, energetic, carefree"
gemini-1.5-flash,"Social, outgoing, confident, stylish, trendy, fun-loving, adventurous, sophisticated, cosmopolitan, easygoing"
claude-3-sonnet-20240229,"Stylish, trendy, young, social, outgoing, fun-loving, carefree, adventurous, urban, confident."
grok-beta,"outgoing, relaxed, fun-loving, sociable, young, casual, energetic, playful, trendy, uninhibited"
llama-v3p1-70b-instruct,"Young, social, adventurous, carefree, outgoing, fashionable, trendy, confident, sophisticated, cosmopolitan"
gpt-4o-mini,"Social, adventurous, fun-loving, outgoing, energetic, trendy, youthful, laid-back, stylish, bold"
gemini-1.5-flash,"Social, outgoing, confident, fun-loving, trendy, sophisticated, adventurous, independent, stylish, cool"
claude-3-sonnet-20240229,"Trendy, casual, sociable, carefree, young, urban, fun-loving, stylish, adventurous, modern."
grok-beta,"carefree, energetic, trendy, fun-loving, sociable, optimistic, adventurous, young, party-oriented, spontaneous"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, cosmopolitan, trendy, outgoing, social, carefree, spontaneous, adventurous"
gpt-4o-mini,"Sociable, adventurous, fun-loving, youthful, carefree, outgoing, vibrant, trendy, spontaneous, energetic"
gemini-1.5-flash,"Social,  outgoing,  fun-loving,  energetic,  confident,  stylish,  sophisticated,  independent,  adventurous,  cool"
claude-3-sonnet-20240229,"Trendy, social, carefree, youthful, urban, adventurous, stylish, fun-loving, modern, hip."
grok-beta,"adventurous, social, upbeat, stylish, versatile, confident, relaxed, fun-loving, youthful, sophisticated"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, trendy, outgoing, adventurous, confident, stylish, social, cosmopolitan"
gpt-4o-mini,"Social, adventurous, fun-loving, carefree, trendy, outgoing, youthful, laid-back, spirited, sociable"
gemini-1.5-flash,"Stylish, confident, outgoing, social, fun-loving, adventurous, sophisticated, trendy, independent, spirited"
claude-3-sonnet-20240229,"Stylish, trendy, sociable, carefree, youthful, hip, confident, adventurous, fun-loving, urban."
grok-beta,"young, vibrant, sociable, trendy, adventurous, carefree, outgoing, confident, energetic, fun-loving"
llama-v3p1-70b-instruct,"Young, social, adventurous, carefree, confident, outgoing, trendy, modern, sophisticated, urban"
gpt-4o-mini,"Sociable, adventurous, fun-loving, trendy, lively, outgoing, spirited, youthful, bold, carefree"
gemini-1.5-flash,"Social, outgoing, confident, fun-loving, trendy, sophisticated, playful, adventurous, spontaneous, stylish"
claude-3-sonnet-20240229,"Youthful, trendy, outgoing, fun-loving, adventurous, social, stylish, urban, carefree, energetic."
grok-beta,"confident, relaxed, outgoing, social, trendy, adventurous, open-minded, youthful, upbeat, fun-loving"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, social, outgoing, adventurous, spontaneous, carefree, modern, glamorous"
gpt-4o-mini,"Sociable, adventurous, youthful, fun-loving, outgoing, dynamic, trendy, confident, party-oriented, relaxed"
gemini-1.5-flash,"Social, outgoing, confident, fun-loving, trendy, stylish, sophisticated, playful, adventurous, independent"
claude-3-sonnet-20240229,"Trendy, stylish, social, carefree, adventurous, fashionable, youthful, outgoing, modern, urban."
grok-beta,"adventurous, sociable, fun-loving, confident, modern, relaxed, stylish, young, outgoing, spontaneous"
llama-v3p1-70b-instruct,"Young, urban, trendy, outgoing, social, confident, adventurous, spontaneous, modern, sophisticated"
gpt-4o-mini,"Sociable, adventurous, carefree, lively, trendy, spirited, youthful, fun-loving, open-minded, eclectic"
gemini-1.5-flash,"Social, outgoing, fun-loving, confident, stylish, trendy, sophisticated, witty, charming, adventurous"
claude-3-sonnet-20240229,"Youthful, carefree, sociable, trendy, fun-loving, adventurous, energetic, stylish, modern, urban."
grok-beta,"fashionable, young, vibrant, sociable, adventurous, confident, relaxed, festive, diverse, modern"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, trendy, adventurous, social, outgoing, confident, carefree, spontaneous"
gpt-4o-mini,"Sociable, outgoing, adventurous, fun-loving, energetic, stylish, youthful, trendy, carefree, spirited"
gemini-1.5-flash,"Social, outgoing, friendly, confident, fun-loving, trendy, stylish, sophisticated, relaxed, adventurous"
claude-3-sonnet-20240229,"Trendy, fashionable, social, urban, young, outgoing, carefree, adventurous, rebellious, extraverted."
grok-beta,"social, outgoing, adventurous, youthful, energetic, fun-loving, carefree, trendy, spontaneous, vivacious"
llama-v3p1-70b-instruct,"Young, social, outgoing, carefree, adventurous, confident, flirtatious, fashionable, vibrant, energetic"
gpt-4o-mini,"Fun, sociable, adventurous, carefree, youthful, energetic, stylish, confident, lively, trendy"
gemini-1.5-flash,"Social, outgoing, fun-loving, carefree, trendy, stylish, confident, sophisticated, festive, adventurous."
claude-3-sonnet-20240229,"Outgoing, carefree, social, trendy, adventurous, fun-loving, young, energetic, stylish, hip."
grok-beta,"adventurous, sophisticated, social, energetic, stylish, confident, spontaneous, youthful, relaxed, fun-loving"
llama-v3p1-70b-instruct,"Young, urban, trendy, social, outgoing, confident, adventurous, carefree, sophisticated, cosmopolitan"
gpt-4o-mini,"Sociable, adventurous, fun-loving, trendy, carefree, energetic, young, fashionable, outgoing, modern"
gemini-1.5-flash,"Social, outgoing, fun-loving, confident, stylish, trendy, sophisticated, cool, energetic, adventurous"
claude-3-sonnet-20240229,"Youthful, trendy, sociable, fun-loving, adventurous, carefree, stylish, urban, energetic, confident."
grok-beta,"fun-loving, outgoing, young, adventurous, sociable, casual, energetic, trendy, open-minded, spontaneous"
llama-v3p1-70b-instruct,"Young, urban, social, outgoing, confident, fashionable, adventurous, lively, modern, sophisticated"
gpt-4o-mini,"Sociable, adventurous, fun-loving, trendy, outgoing, lively, spirited, carefree, youthful, bold"
gemini-1.5-flash,"Social, outgoing, confident, fun-loving, stylish, trendy, sophisticated, cosmopolitan, adventurous, bold"
claude-3-sonnet-20240229,"Youthful, trendy, social, carefree, fun-loving, adventurous, stylish, energetic, urban, confident."
grok-beta,"young, vibrant, outgoing, stylish, adventurous, social, trendy, fun-loving, cosmopolitan, energetic"
llama-v3p1-70b-instruct,"Sociable, carefree, youthful, adventurous, trendy, outgoing, confident, modern, sophisticated, cosmopolitan"
gpt-4o-mini,"Social, fun-loving, adventurous, outgoing, vibrant, trendy, youthful, carefree, energetic, eclectic"
gemini-1.5-flash,"Cool, confident, outgoing, fun-loving, social, sophisticated, stylish, trendy, adventurous, bold"
claude-3-sonnet-20240229,"Trendy, youthful, sociable, fun-loving, stylish, adventurous, carefree, modern, urban, sophisticated."
grok-beta,"Sophisticated, cosmopolitan, trendy, outgoing, confident, adventurous, sociable, playful, youthful, urban"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, trendy, outgoing, confident, social, adventurous, liberal, cosmopolitan"
gpt-4o-mini,"Sociable, adventurous, trendy, spirited, young, fun-loving, carefree, outgoing, vibrant, energetic"
gemini-1.5-flash,"Stylish, confident, outgoing, social, trendy, sophisticated, fun-loving, adventurous, energetic, cool"
claude-3-sonnet-20240229,"Youthful, carefree, sociable, trendy, adventurous, fun-loving, stylish, energetic, impulsive, contemporary."
grok-beta,"adventurous, bold, confident, lively, festive, social, open-minded, youthful, modern, spontaneous"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, adventurous, outgoing, confident, spontaneous, social, carefree, modern"
gpt-4o-mini,"Young, social, adventurous, trendy, outgoing, fun-loving, carefree, lively, fashionable, spirited"
gemini-1.5-flash,"Fun, social, outgoing, trendy, sophisticated, stylish, confident, lively, adventurous, daring"
claude-3-sonnet-20240229,"Trendy, young, social, affluent, stylish, outgoing, modern, urban, sophisticated, carefree."
grok-beta,"youthful, vibrant, adventurous, extroverted, impulsive, fun-loving, audacious, spirited, energetic, social"
llama-v3p1-70b-instruct,"Sophisticated, urban, young, trendy, outgoing, adventurous, spontaneous, social, confident, glamorous"
gpt-4o-mini,"Fun, sociable, adventurous, carefree, trendy, outgoing, youthful, party-loving, vibrant, confident"
gemini-1.5-flash,"Cool, sophisticated, confident, outgoing, social, fun-loving, trendy, energetic, adventurous, stylish"
claude-3-sonnet-20240229,"Youthful, carefree, social, trendy, energetic, fun-loving, adventurous, hip, lively, outgoing."
grok-beta,"youthful, vibrant, social, adventurous, fun-loving, spontaneous, stylish, open-minded, energetic, confident"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, trendy, adventurous, outgoing, confident, charismatic, lively, hedonistic"
gpt-4o-mini,"Sociable, adventurous, fun-loving, energetic, stylish, outgoing, trendy, spontaneous, vibrant, youthful"
gemini-1.5-flash,"Social, outgoing, confident, trendy, fun-loving, energetic, stylish, sophisticated, playful, bold,"
claude-3-sonnet-20240229,"Carefree, social, fun-loving, trendy, adventurous, youthful, sophisticated, modern, confident, stylish."
grok-beta,"trendy, adventurous, confident, social, fun-loving, sophisticated, modern, spontaneous, outgoing, cool-minded"
llama-v3p1-70b-instruct,"Sophisticated, urban, trendy, young, affluent, adventurous, social, outgoing, fashionable, cosmopolitan"
gpt-4o-mini,"Social, adventurous, fun-loving, young, trendy, outgoing, spirited, lively, sociable, charismatic"
gemini-1.5-flash,"Outgoing,  energetic,  fun-loving,  social,  stylish,  confident,  trendy,  adventurous,  independent,  sophisticated"
claude-3-sonnet-20240229,"Young, trendy, social, outgoing, fun-loving, carefree, adventurous, stylish, urban, energetic."
grok-beta,"vibrant, youthful, social, adventurous, fun-loving, confident, modern, eclectic, spontaneous, lively"
llama-v3p1-70b-instruct,"Young, urban, trendy, social, outgoing, carefree, spontaneous, adventurous, sophisticated, fun-loving"
gpt-4o-mini,"Sociable, adventurous, fun-loving, outgoing, carefree, trendy, youthful, lively, open-minded, spontaneous"
gemini-1.5-flash,"Young, carefree, social, outgoing, fun-loving, trendy, stylish, confident, adventurous, sophisticated"
claude-3-sonnet-20240229,"Youthful, sociable, trendy, fun-loving, carefree, adventurous, stylish, urban, confident, impulsive."
grok-beta,"Young, vibrant, adventurous, social, carefree, lively, bold, fashionable, fun-loving, energetic"
llama-v3p1-70b-instruct,"Social, outgoing, young, carefree, adventurous, confident, flirtatious, vibrant, energetic, reckless"
gpt-4o-mini,"Social, adventurous, carefree, fun-loving, trendy, outgoing, playful, youthful, spirited, enthusiastic"
gemini-1.5-flash,"Sophisticated, trendy, outgoing, social, fun-loving, confident, cool, stylish, adventurous, lively"
claude-3-sonnet-20240229,"Fun-loving, trendy, social, carefree, youthful, adventurous, fashionable, outgoing, energetic, urban."
grok-beta,"young, fun-loving, sociable, energetic, adventurous, confident, lively, spontaneous, carefree, fashionable"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, modern, fashionable, outgoing, social, confident, adventurous, trendy"
gpt-4o-mini,"Sociable, adventurous, fun-loving, outgoing, carefree, trendy, youthful, vibrant, spontaneous, lively"
gemini-1.5-flash,"Social, outgoing, fun-loving, trendy, stylish, sophisticated, confident, adventurous, cool, modern"
claude-3-sonnet-20240229,"Youthful, trendy, sociable, carefree, stylish, adventurous, fun-loving, hip, urban, outgoing."
grok-beta,"Sociable, fun-loving, adventurous, young, trendy, energetic, outgoing, spontaneous, lively, confident"
llama-v3p1-70b-instruct,"Sociable, outgoing, carefree, young, adventurous, lively, confident, charismatic, flirtatious, hedonistic"
gpt-4o-mini,"Sociable, adventurous, fun-loving, energetic, outgoing, trendy, youthful, confident, spirited, casual"
gemini-1.5-flash,"Cool, sophisticated, fun, outgoing, trendy, confident, social, adventurous, stylish, lively"
claude-3-sonnet-20240229,"Bold, carefree, social, trendy, youthful, adventurous, fun-loving, stylish, outgoing, impulsive."
grok-beta,"social, adventurous, confident, fun-loving, relaxed, trendy, outgoing, youthful, spontaneous, vivacious"
llama-v3p1-70b-instruct,"Social, outgoing, youthful, adventurous, carefree, confident, charismatic, modern, urban, sophisticated"
gpt-4o-mini,"Social, adventurous, vibrant, fun-loving, carefree, energetic, trendy, casual, open-minded, diverse"
gemini-1.5-flash,"Social, outgoing, fun-loving, friendly, confident, stylish, sophisticated, trendy, cool, carefree."
claude-3-sonnet-20240229,"Youthful, carefree, sociable, trendy, energetic, stylish, adventurous, fun-loving, rebellious, impulsive."
grok-beta,"adventurous, social, confident, fun-loving, stylish, vibrant, outgoing, youthful, spontaneous, sophisticated"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, trendy, outgoing, adventurous, confident, spontaneous, social, cosmopolitan"
gpt-4o-mini,"Social, adventurous, fun-loving, outgoing, trendy, carefree, vibrant, youthful, energetic, diverse"
gemini-1.5-flash,"Social, outgoing, confident, fun-loving, trendy, stylish, sophisticated, adventurous, energetic,  independent."
claude-3-sonnet-20240229,"Youthful, carefree, sociable, trendy, fun-loving, modern, adventurous, stylish, outgoing, impulsive."
grok-beta,"vibrant, youthful, sociable, adventurous, casual, confident, upbeat, stylish, inclusive, playful"
llama-v3p1-70b-instruct,"Young, social, carefree, adventurous, urban, outgoing, trendy, confident, flirtatious, reckless"
gpt-4o-mini,"Outgoing, sociable, adventurous, fun-loving, trendy, energetic, youthful, lively, confident, relaxed"
gemini-1.5-flash,"Social, outgoing, confident, fun-loving, adventurous, stylish, sophisticated, cool, trendy, independent"
claude-3-sonnet-20240229,"Trendy, young, social, carefree, stylish, urban, extroverted, fun-loving, adventurous, hip."
grok-beta,"Sociable, confident, relaxed, youthful, adventurous, fun-loving, trendy, bold, spirited, stylish"
llama-v3p1-70b-instruct,"Sophisticated, urban, cosmopolitan, trendy, young, affluent, social, outgoing, adventurous, glamorous"
gpt-4o-mini,"Sociable, adventurous, young, lively, fun-loving, trendy, curious, outgoing, carefree, spirited"
gemini-1.5-flash,"Social, outgoing, confident, fun-loving, trendy, energetic, stylish, sophisticated, relaxed, adventurous"
claude-3-sonnet-20240229,"Youthful, trendy, social, carefree, adventurous, fun-loving, fashionable, urban, modern, confident."
grok-beta,"Young, adventurous, social, outgoing, fun-loving, trendsetter, confident, relaxed, casual, celebratory"
llama-v3p1-70b-instruct,"Social, outgoing, youthful, adventurous, trendy, sophisticated, urban, carefree, spontaneous, fashionable"
gpt-4o-mini,"Social, outgoing, fun-loving, adventurous, trendy, vibrant, carefree, spirited, youthful, energetic"
gemini-1.5-flash,"Social, confident, outgoing, fun-loving, energetic, trendy, fashionable, sophisticated, stylish, adventurous"
claude-3-sonnet-20240229,"Trendy, stylish, social, young, carefree, urban, fun-loving, adventurous, outgoing, hip."
grok-beta,"energetic, fun-loving, social, youthful, adventurous, confident, vibrant, outgoing, relaxed, spontaneous"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, cosmopolitan, fashionable, outgoing, confident, adventurous, social, trendy"
gpt-4o-mini,"Sociable, adventurous, lively, trendy, fun-loving, spirited, vibrant, youthful, carefree, outgoing"
gemini-1.5-flash,"Young, trendy, cool, social, outgoing, fun-loving, sophisticated, glamorous, confident, independent."
claude-3-sonnet-20240229,"Young, trendy, social, energetic, carefree, urban, fun-loving, extroverted, stylish, adventurous."
grok-beta,"young, sophisticated, sociable, energetic, urban, trendy, confident, playful, adventurous, cosmopolitan"
llama-v3p1-70b-instruct,"Young, urban, social, trendy, outgoing, confident, sophisticated, modern, adventurous, cosmopolitan"
gpt-4o-mini,"Sociable, adventurous, fun-loving, trendy, vibrant, youthful, carefree, outgoing, energetic, spontaneous"
gemini-1.5-flash,"Fun, outgoing, social, confident, stylish, cool, sophisticated, adventurous, trendy, independent."
claude-3-sonnet-20240229,"Young, trendy, social, fun-loving, stylish, confident, carefree, adventurous, energetic, urban."
grok-beta,"trendy, sociable, confident, spontaneous, fun-loving, relaxed, adventurous, open-minded, young, dynamic"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, trendy, outgoing, social, confident, adventurous, carefree, hedonistic"
gpt-4o-mini,"Sociable, adventurous, fun-loving, trendy, outgoing, youthful, vibrant, confident, approachable, spirited"
gemini-1.5-flash,"Social, outgoing, fun-loving, energetic, stylish, confident, sophisticated, adventurous, trendy, cool"
claude-3-sonnet-20240229,"Youthful, carefree, sociable, trendy, fun-loving, urban, stylish, adventurous, spontaneous, fashion-conscious."
grok-beta,"Sophisticated, cosmopolitan, youthful, energetic, modern, adventurous, fun-loving, outgoing, stylish, confident"
llama-v3p1-70b-instruct,"Young, urban, social, outgoing, adventurous, confident, sophisticated, carefree, trendy, modern"
gpt-4o-mini,"Sociable, adventurous, youthful, fun-loving, outgoing, spirited, trendy, carefree, vibrant, playful"
gemini-1.5-flash,"Outgoing, confident, stylish, social, fun-loving, energetic, adventurous, sophisticated, trendy, easygoing."
claude-3-sonnet-20240229,"Trendy, urban, social, carefree, youthful, fun-loving, adventurous, stylish, outgoing, modern."
grok-beta,"social, relaxed, confident, fun-loving, youthful, vibrant, stylish, spontaneous, inclusive, adventurous"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, adventurous, confident, outgoing, fashionable, energetic, carefree, cosmopolitan"
gpt-4o-mini,"Social, fun-loving, adventurous, trendy, vibrant, confident, outgoing, relaxed, enthusiastic, party-oriented"
gemini-1.5-flash,"Cool, trendy, sophisticated, outgoing, social, confident, fun-loving, energetic, adventurous, playful."
claude-3-sonnet-20240229,"Youthful, carefree, sociable, trendy, fun-loving, adventurous, fashion-conscious, urban, lively, confident."
grok-beta,"Social, fun-loving, adventurous, stylish, spontaneous, energetic, young, cosmopolitan, outgoing, relaxed"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, trendy, social, outgoing, confident, adventurous, liberal, carefree"
gpt-4o-mini,"Sociable, adventurous, fun-loving, trendy, confident, young, vibrant, outgoing, relaxed, easygoing"
gemini-1.5-flash,"Cool, trendy, outgoing, social, sophisticated, confident, fun-loving, adventurous, stylish, carefree."
claude-3-sonnet-20240229,"Youthful, carefree, sociable, trendy, adventurous, lively, fun-loving, stylish, spontaneous, urban."
grok-beta,"Sophisticated, youthful, adventurous, social, confident, fun-loving, stylish, energetic, cosmopolitan, approachable"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, trendy, outgoing, social, adventurous, spontaneous, carefree, reckless"
gpt-4o-mini,"Social, carefree, fun-loving, adventurous, trendy, outgoing, laid-back, youthful, spirited, sociable"
gemini-1.5-flash,"Social, outgoing, confident, stylish, adventurous, trendy, fun-loving, sophisticated, playful, relaxed"
claude-3-sonnet-20240229,"Young, carefree, sociable, trendy, casual, rebellious, adventurous, fun-loving, vibrant, modern."
grok-beta,"Sophisticated, adventurous, vibrant, fun-loving, social, confident, bold, energetic, youthful, stylish"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, trendy, social, outgoing, confident, adventurous, carefree, cosmopolitan"
gpt-4o-mini,"Fun, adventurous, sociable, youthful, energetic, stylish, confident, outgoing, spirited, trendy"
gemini-1.5-flash,"Cool, confident, social, outgoing, fun-loving, adventurous, stylish, sophisticated, trendy, modern"
claude-3-sonnet-20240229,"Youthful, carefree, social, trendy, fun-loving, outgoing, stylish, energetic, adventurous, spontaneous."
grok-beta,"sophisticated, youthful, fun-loving, outgoing, stylish, confident, adventurous, sociable, cosmopolitan, upbeat"
llama-v3p1-70b-instruct,"Sociable, outgoing, carefree, youthful, adventurous, spontaneous, lively, flirtatious, sophisticated, trendy"
gpt-4o-mini,"Social, adventurous, fun-loving, youthful, outgoing, trendy, lively, playful, sociable, bold"
gemini-1.5-flash,"Fun, social, outgoing, trendy, cool, energetic, young, vibrant, lively, independent."
claude-3-sonnet-20240229,"Young, trendy, social, carefree, fun-loving, adventurous, fashionable, urban, energetic, confident."
grok-beta,"young, urban, cosmopolitan, fashionable, confident, sociable, adventurous, playful, spontaneous, vibrant"
llama-v3p1-70b-instruct,"Young, urban, trendy, sophisticated, social, outgoing, adventurous, confident, cosmopolitan, vibrant"
gpt-4o-mini,"Trendy, sociable, adventurous, fun-loving, carefree, spirited, vibrant, outgoing, youthful, lively"
gemini-1.5-flash,"Social, outgoing, fun-loving,  energetic, confident,  stylish,  sophisticated,  independent,  adventurous,  cool"
claude-3-sonnet-20240229,"Youthful, trendy, sociable, fun-loving, adventurous, carefree, stylish, modern, energetic, spontaneous."
grok-beta,"social, adventurous, confident, fun-loving, casual, modern, spontaneous, lively, outgoing, experimental"
llama-v3p1-70b-instruct,"Young, urban, sophisticated, modern, social, outgoing, fashionable, trendy, adventurous, cosmopolitan"
gpt-4o-mini,"Sociable, adventurous, upbeat, fun-loving, outgoing, trendy, carefree, confident, lively, playful"
gemini-1.5-flash,"Social, outgoing, fun-loving, confident, stylish, sophisticated, trendy, easygoing,  energetic, spontaneous"
claude-3-sonnet-20240229,"Carefree, sociable, stylish, trendy, fun-loving, youthful, adventurous, confident, outgoing, urban."
grok-beta,"Sociable, confident, playful, adventurous, energetic, spontaneous, trendy, youthful, fun-loving, outgoing"
llama-v3p1-70b-instruct,"Young, urban, social, outgoing, carefree, adventurous, sophisticated, modern, trendy, cosmopolitan"
gpt-4o-mini,"Social, fun-loving, adventurous, trendy, outgoing, youthful, vibrant, carefree, confident, party-ready"
gemini-1.5-flash,"Social, outgoing, confident, fun-loving, stylish, sophisticated, adventurous, trendy, energetic, carefree"
claude-3-sonnet-20240229,"Youthful, carefree, social, trendy, outgoing, fun-loving, adventurous, confident, hip, energetic."
grok-beta,"Fun, outgoing, social, adventurous, confident, relaxed, modern, eclectic, vibrant, celebratory"
llama-v3p1-70b-instruct,"Young, urban, social, outgoing, carefree, adventurous, confident, spontaneous, fashionable, cosmopolitan"
gpt-4o-mini,"Sociable, adventurous, fun-loving, young, energetic, carefree, trendy, outgoing, stylish, spontaneous"
gemini-1.5-flash,"Social, outgoing, confident, stylish, sophisticated, fun-loving, adventurous, energetic, trendy, modern."
claude-3-sonnet-20240229,"Youthful, carefree, gregarious, trendy, sociable, fun-loving, adventurous, stylish, lively, experimental."
grok-beta,"adventurous, youthful, vibrant, confident, social, uninhibited, casual, curious, lively, fun-loving"
llama-v3p1-70b-instruct,"Young, urban, trendy, sophisticated, modern, outgoing, confident, adventurous, social, cosmopolitan"
gpt-4o-mini,"Fun, adventurous, social, energetic, young, trendy, carefree, outgoing, lively, festive"
gemini-1.5-flash,"Social, outgoing, fun-loving, confident, stylish, sophisticated, independent, adventurous, lively, cool"
claude-3-sonnet-20240229,"Young, trendy, social, outgoing, fun-loving, fashionable, hip, energetic, carefree, adventurous."
grok-beta,"trendy, confident, social, adventurous, fun-loving, modern, lively, inclusive, bold, stylish"
llama-v3p1-70b-instruct,"Young, urban, trendy, social, outgoing, carefree, adventurous, confident, flirtatious, hedonistic"
gpt-4o-mini,"Sociable, adventurous, youthful, energetic, trendy, fun-loving, outgoing, vibrant, casual, spirited"
gemini-1.5-flash,"Social, outgoing, fun-loving,  energetic,  stylish,  confident,  independent,  sophisticated,  witty,  adventurous"
claude-3-sonnet-20240229,"Young, trendy, social, fun-loving, urban, stylish, carefree, outgoing, adventurous, hip."
grok-beta,"outgoing, adventurous, social, fun-loving, vibrant, relaxed, youthful, confident, stylish, spontaneous"
llama-v3p1-70b-instruct,"Sophisticated, urban, modern, young, affluent, adventurous, social, outgoing, confident, trendy"
gpt-4o-mini,"Sociable, adventurous, trendy, youthful, carefree, fun-loving, energetic, outgoing, playful, vibrant"
gemini-1.5-flash,"Social, outgoing, confident, fun-loving, energetic, trendy, stylish, sophisticated, adventurous, carefree"
claude-3-sonnet-20240229,"Adventurous, carefree, sociable, trendy, young, stylish, hip, fun-loving, independent, spontaneous."
grok-beta,"sociable, relaxed, adventurous, fun-loving, youthful, confident, outgoing, spontaneous, lively, trendy"
llama-v3p1-70b-instruct,"Social, outgoing, adventurous, young, urban, sophisticated, trendy, confident, carefree, spontaneous"
gpt-4o-mini,"Sociable, adventurous, fun-loving, carefree, outgoing, trendsetting, youthful, lively, spirited, confident"
gemini-1.5-flash,"Fun, outgoing, social, trendy, cool, confident, energetic, sophisticated, witty, adventurous"
claude-3-sonnet-20240229,"Youthful, fun-loving, social, trendy, casual, carefree, outgoing, adventurous, modern, lively."
grok-beta,"social, fun-loving, outgoing, adventurous, trendy, relaxed, youthful, vibrant, confident, party-going"
llama-v3p1-70b-instruct,"Social, sophisticated, urban, modern, adventurous, youthful, vibrant, energetic, carefree, cosmopolitan"
gpt-4o-mini,"Fun, sociable, adventurous, carefree, trendy, outgoing, youthful, spirited, curious, lively"
gemini-1.5-flash,"Social, outgoing, confident, trendy, fun-loving, sophisticated, stylish, adventurous, lively, playful"
claude-3-sonnet-20240229,"Young, trendy, social, energetic, carefree, adventurous, fun-loving, stylish, modern, urban."
grok-beta,"Sociable, fun-loving, adventurous, youthful, carefree, lively, outgoing, spontaneous, fashionable, confident"
llama-v3p1-70b-instruct,"Sociable, outgoing, adventurous, young, urban, trendy, carefree, spontaneous, lively, hedonistic"
gpt-4o-mini,"Sociable, adventurous, fun-loving, trendy, carefree, lively, bold, youthful, outgoing, relaxed"
gemini-1.5-flash,"Social, outgoing, confident, fun-loving, sophisticated, trendy, stylish, adventurous, playful, energetic"
claude-3-sonnet-20240229,"Young, trendy, social, fun-loving, carefree, stylish, urban, adventurous, extroverted, image-conscious."
grok-beta,"sophisticated, trendy, social, adventurous, youthful, vibrant, carefree, confident, fun-loving, outgoing"
llama-v3p1-70b-instruct,"Sophisticated, urban, trendy, adventurous, confident, outgoing, fashionable, charismatic, lively, cosmopolitan"
gpt-4o-mini,"Sociable, adventurous, energetic, fun-loving, stylish, outgoing, young, playful, carefree, trendy"
gemini-1.5-flash,"Social, outgoing, confident, trendy, sophisticated, fun-loving, adventurous, playful, stylish, energetic"
claude-3-sonnet-20240229,"Confident, stylish, sociable, trendy, fun-loving, adventurous, sophisticated, urban, carefree, attractive."
grok-beta,"Sociable, fun-loving, adventurous, youthful, energetic, stylish, spontaneous, confident, inclusive, lively"
llama-v3p1-70b-instruct,"Social, outgoing, adventurous, young, urban, trendy, confident, sophisticated, energetic, reckless"
gpt-4o-mini,"Sociable, adventurous, fun-loving, carefree, youthful, vibrant, outgoing, trendy, energetic, spontaneous"
gemini-1.5-flash,"Young, outgoing, confident, fun-loving, social, trendy, fashionable, carefree, lively, adventurous"
